session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd
1038,2024-07-30,India,Desktop,Organic Search,Fashion,6,7.26,1,1,52.38
1039,2023-05-31,Canada,Desktop,Direct,Books,3,3.95,0,0,0.0
1040,2023-10-14,India,Desktop,Organic Search,Books,4,6.7,0,1,86.46
1041,2023-10-28,Germany,Tablet,Direct,Home,5,5.7,0,0,0.0
1042,2024-10-15,India,Mobile,Referral,Fashion,3,6.38,1,1,71.66
1043,2023-12-17,Germany,Desktop,Organic Search,Fashion,4,7.05,1,0,0.0
1044,2023-06-01,Australia,Desktop,Organic Search,Electronics,6,3.64,0,0,0.0
1045,2024-02-25,USA,Tablet,Email,Books,7,8.31,1,1,91.88
1046,2024-12-10,UK,Desktop,Direct,Electronics,3,3.98,1,1,51.12
1047,2024-10-24,Canada,Mobile,Referral,Fashion,3,7.44,0,0,0.0
1048,2024-01-13,Australia,Desktop,Organic Search,Sports,10,5.76,0,1,68.99
1049,2023-09-24,Canada,Mobile,Email,Books,4,3.27,1,0,0.0
1050,2024-12-17,USA,Mobile,Social Media,Home,10,7.65,0,0,0.0
1051,2023-10-02,UK,Desktop,Direct,Books,8,5.49,0,0,0.0
1052,2024-11-14,UK,Desktop,Email,Home,5,7.59,0,0,0.0
1053,2023-10-29,USA,Mobile,Paid Ads,Fashion,4,4.47,1,0,0.0
1054,2023-07-26,Canada,Mobile,Paid Ads,Electronics,7,7.76,0,0,0.0
1055,2024-05-28,USA,Desktop,Email,Home,4,4.98,0,0,0.0
1056,2024-07-14,Germany,Mobile,Referral,Home,4,1.0,1,1,116.63
1057,2023-04-23,USA,Desktop,Social Media,Beauty,6,7.84,0,1,168.55
1058,2024-11-08,UK,Mobile,Organic Search,Fashion,7,6.57,0,0,0.0
1059,2023-12-26,Australia,Desktop,Direct,Books,7,5.49,1,1,199.65
1060,2024-12-27,Canada,Mobile,Paid Ads,Home,8,3.87,0,1,83.81
1061,2023-01-26,USA,Mobile,Direct,Fashion,4,5.9,0,0,0.0
1062,2024-10-15,UK,Desktop,Referral,Electronics,5,7.17,1,0,0.0
1063,2023-08-04,Australia,Desktop,Social Media,Fashion,7,8.85,1,0,0.0
1064,2023-01-23,India,Desktop,Email,Sports,6,8.04,0,1,60.33
1065,2023-09-18,Australia,Tablet,Paid Ads,Electronics,8,6.52,1,1,40.71
1066,2023-09-16,Germany,Mobile,Paid Ads,Electronics,7,3.23,1,1,61.07
1067,2023-08-05,India,Mobile,Paid Ads,Fashion,7,7.68,1,0,0.0
1068,2023-03-20,USA,Desktop,Social Media,Books,4,10.14,0,1,58.23
1069,2023-03-18,Australia,Tablet,Organic Search,Sports,5,4.21,1,0,0.0
1070,2023-11-29,Canada,Desktop,Organic Search,Electronics,5,4.21,1,1,100.88
1071,2024-05-22,India,Mobile,Direct,Beauty,4,7.97,1,0,0.0
1072,2023-08-10,USA,Mobile,Social Media,Electronics,9,6.21,0,0,0.0
1073,2023-11-16,India,Desktop,Organic Search,Fashion,7,5.97,0,0,0.0
1074,2024-11-25,Canada,Desktop,Direct,Beauty,7,7.31,1,1,181.24
1075,2024-11-26,Germany,Mobile,Email,Books,5,6.84,1,0,0.0
1076,2024-11-21,Germany,Mobile,Social Media,Fashion,9,1.62,0,1,16.89
1077,2024-01-04,USA,Desktop,Social Media,Beauty,8,2.0,0,0,0.0
1078,2023-08-09,USA,Mobile,Referral,Sports,5,5.79,0,0,0.0
1079,2023-03-26,Canada,Mobile,Direct,Home,5,6.2,0,0,0.0
1080,2024-06-25,Germany,Desktop,Referral,Beauty,3,7.23,0,0,0.0
1081,2024-10-15,India,Mobile,Social Media,Beauty,6,7.4,1,0,0.0
1082,2023-08-29,USA,Desktop,Paid Ads,Books,6,5.23,1,1,100.19
1083,2023-05-29,Canada,Mobile,Direct,Sports,9,6.35,1,0,0.0
1084,2023-06-10,India,Desktop,Direct,Home,3,5.82,0,0,0.0
1085,2023-01-18,Germany,Tablet,Email,Home,3,9.22,1,0,0.0
1086,2024-05-23,Canada,Tablet,Social Media,Beauty,9,5.45,0,0,0.0
1087,2024-01-14,UK,Mobile,Organic Search,Home,7,4.5,0,0,0.0
1088,2023-08-21,Canada,Mobile,Organic Search,Home,11,4.2,0,1,47.51
1089,2023-01-14,India,Desktop,Referral,Home,4,7.26,0,1,34.42
1090,2023-06-21,Canada,Mobile,Paid Ads,Electronics,8,5.12,1,1,7.11
1091,2024-11-05,USA,Tablet,Paid Ads,Home,4,6.96,1,0,0.0
1092,2023-04-08,Canada,Tablet,Organic Search,Fashion,2,6.29,0,0,0.0
1093,2024-11-27,Canada,Desktop,Social Media,Fashion,6,7.62,0,0,0.0
1094,2023-06-30,USA,Mobile,Referral,Home,5,7.57,1,0,0.0
1095,2023-06-30,Australia,Tablet,Social Media,Sports,11,9.08,1,1,46.93
1096,2023-11-06,India,Tablet,Direct,Home,7,9.91,0,0,0.0
1097,2024-05-22,Canada,Tablet,Paid Ads,Sports,2,4.01,0,0,0.0
1098,2023-10-31,USA,Desktop,Referral,Home,3,3.39,0,1,42.53
1099,2024-09-11,USA,Desktop,Organic Search,Electronics,8,8.16,0,0,0.0
1100,2023-07-15,India,Mobile,Referral,Fashion,8,5.83,1,1,48.19
1101,2024-11-25,India,Tablet,Email,Electronics,8,9.09,1,1,28.02
1102,2024-06-17,UK,Tablet,Paid Ads,Fashion,6,3.46,0,0,0.0
1103,2023-02-15,UK,Tablet,Paid Ads,Home,3,7.86,1,1,78.97
1104,2023-03-25,India,Mobile,Paid Ads,Sports,6,5.14,1,1,162.65
1105,2023-03-30,Australia,Mobile,Organic Search,Sports,6,8.85,1,0,0.0
1106,2024-07-23,UK,Mobile,Social Media,Books,10,8.83,0,1,52.64
1107,2024-05-16,Australia,Desktop,Referral,Electronics,5,5.11,1,0,0.0
1108,2024-10-14,UK,Desktop,Social Media,Fashion,4,4.41,1,1,203.64
1109,2024-12-26,USA,Tablet,Email,Books,5,6.54,0,0,0.0
1110,2023-08-17,Germany,Tablet,Social Media,Fashion,6,7.8,1,0,0.0
1111,2024-05-25,Australia,Tablet,Direct,Sports,1,5.94,0,0,0.0
1112,2024-12-21,UK,Mobile,Direct,Sports,10,5.2,0,0,0.0
1113,2024-09-29,USA,Desktop,Social Media,Books,8,6.22,1,1,54.58
1114,2023-11-04,Australia,Desktop,Paid Ads,Fashion,4,6.52,1,1,25.85
1115,2023-04-18,Australia,Mobile,Direct,Sports,4,4.02,1,0,0.0
1116,2023-07-17,Germany,Tablet,Organic Search,Fashion,5,2.86,0,0,0.0
1117,2023-09-03,Canada,Desktop,Referral,Fashion,7,6.76,0,0,0.0
1118,2024-12-05,Australia,Tablet,Organic Search,Beauty,12,5.67,1,0,0.0
1119,2023-04-17,USA,Desktop,Direct,Electronics,10,8.97,0,1,29.11
1120,2024-06-10,USA,Desktop,Social Media,Fashion,3,7.37,0,0,0.0
1121,2024-06-27,Australia,Mobile,Direct,Books,6,7.56,1,1,44.09
1122,2024-12-02,Australia,Tablet,Social Media,Beauty,9,4.47,1,1,60.61
1123,2023-07-29,India,Desktop,Paid Ads,Fashion,6,7.45,0,1,124.95
1124,2023-02-09,Australia,Mobile,Social Media,Home,4,8.5,0,1,13.51
1125,2023-08-22,India,Tablet,Organic Search,Electronics,8,5.23,0,1,38.66
1126,2023-10-19,Germany,Desktop,Direct,Beauty,12,7.93,1,1,123.91
1127,2024-09-06,USA,Desktop,Email,Beauty,8,4.9,0,0,0.0
1128,2024-09-26,UK,Tablet,Email,Electronics,4,4.35,1,0,0.0
1129,2024-07-23,Germany,Tablet,Direct,Books,4,6.48,0,0,0.0
1130,2023-06-09,USA,Mobile,Email,Electronics,6,6.45,1,1,7.24
1131,2024-01-05,India,Desktop,Organic Search,Home,8,3.27,1,0,0.0
1132,2024-07-13,UK,Mobile,Organic Search,Home,7,3.21,1,0,0.0
1133,2024-03-12,USA,Desktop,Paid Ads,Books,6,9.96,0,1,17.23
1134,2024-12-16,India,Tablet,Organic Search,Home,16,7.46,0,1,16.99
1135,2024-07-15,Canada,Tablet,Email,Books,1,7.08,0,0,0.0
1136,2023-12-04,India,Desktop,Direct,Fashion,4,9.84,0,0,0.0
1137,2023-12-11,Canada,Desktop,Paid Ads,Electronics,5,7.0,1,1,65.19
1138,2023-10-19,India,Desktop,Paid Ads,Fashion,2,8.25,1,0,0.0
1139,2023-08-12,Germany,Tablet,Referral,Books,8,7.35,0,1,35.23
1140,2023-10-30,Australia,Tablet,Social Media,Books,4,5.82,1,1,26.45
1141,2024-10-25,UK,Desktop,Paid Ads,Electronics,9,2.8,1,0,0.0
1142,2024-09-13,India,Desktop,Referral,Sports,2,6.33,0,0,0.0
1143,2023-08-06,Germany,Mobile,Organic Search,Home,7,5.94,0,0,0.0
1144,2024-03-03,India,Desktop,Organic Search,Home,8,8.26,0,0,0.0
1145,2024-12-01,Australia,Tablet,Referral,Beauty,6,3.71,1,0,0.0
1146,2023-11-16,USA,Mobile,Organic Search,Fashion,9,8.92,0,1,66.79
1147,2023-07-30,USA,Tablet,Social Media,Electronics,5,6.52,1,0,0.0
1148,2023-01-02,Germany,Mobile,Social Media,Beauty,8,2.98,1,0,0.0
1149,2023-04-15,Germany,Desktop,Direct,Home,13,5.27,0,0,0.0
1150,2024-07-14,India,Tablet,Referral,Beauty,5,6.44,1,0,0.0
1151,2023-03-15,USA,Desktop,Email,Home,7,6.39,0,0,0.0
1152,2023-02-05,USA,Desktop,Organic Search,Home,5,9.35,0,0,0.0
1153,2024-12-16,Germany,Desktop,Social Media,Fashion,4,6.36,1,0,0.0
1154,2023-02-26,UK,Tablet,Organic Search,Fashion,10,4.09,0,0,0.0
1155,2024-12-29,Australia,Tablet,Organic Search,Electronics,6,6.77,1,0,0.0
1156,2023-01-16,Australia,Desktop,Referral,Beauty,4,8.24,0,0,0.0
1157,2023-02-05,Canada,Mobile,Referral,Electronics,4,5.16,0,0,0.0
1158,2023-05-11,Germany,Tablet,Email,Sports,11,4.92,0,0,0.0
1159,2023-04-05,Australia,Desktop,Referral,Fashion,5,5.14,1,1,55.09
1160,2023-10-19,Germany,Desktop,Organic Search,Beauty,3,8.48,1,0,0.0
1161,2024-12-24,Australia,Mobile,Referral,Sports,7,6.05,0,1,23.9
1162,2023-09-15,Canada,Tablet,Direct,Sports,9,3.81,0,1,3.01
1163,2023-01-04,USA,Mobile,Email,Fashion,10,6.65,0,0,0.0
1164,2024-10-31,USA,Mobile,Paid Ads,Fashion,6,5.76,0,0,0.0
1165,2023-12-16,India,Desktop,Organic Search,Books,5,4.89,0,0,0.0
1166,2023-01-26,Germany,Mobile,Direct,Fashion,10,9.16,1,1,73.09
1167,2024-11-27,Canada,Desktop,Social Media,Books,6,4.7,0,0,0.0
1168,2024-10-27,India,Mobile,Email,Sports,7,7.31,1,1,35.89
1169,2023-06-19,Germany,Tablet,Social Media,Home,5,9.06,1,1,59.39
1170,2023-01-03,Canada,Desktop,Organic Search,Books,10,4.22,1,1,28.34
1171,2023-01-21,Canada,Tablet,Referral,Beauty,7,4.61,1,1,20.15
1172,2023-03-13,India,Desktop,Paid Ads,Fashion,4,5.28,1,0,0.0
1173,2024-02-09,Canada,Tablet,Referral,Electronics,8,5.26,0,1,57.32
1174,2023-06-10,India,Tablet,Organic Search,Home,11,7.5,1,0,0.0
1175,2023-02-12,Canada,Desktop,Email,Home,4,6.35,0,0,0.0
1176,2024-06-07,Germany,Tablet,Email,Sports,5,4.3,0,0,0.0
1177,2024-02-03,Canada,Desktop,Organic Search,Fashion,7,9.09,0,1,102.98
1178,2024-08-07,UK,Desktop,Paid Ads,Sports,4,4.95,1,0,0.0
1179,2023-09-11,Canada,Tablet,Direct,Beauty,6,6.63,0,0,0.0
1180,2023-07-21,India,Desktop,Social Media,Books,5,4.3,1,1,69.34
1181,2024-05-06,USA,Mobile,Direct,Beauty,9,3.79,0,0,0.0
1182,2024-06-10,UK,Desktop,Organic Search,Home,9,6.87,0,1,46.39
1183,2024-09-14,UK,Desktop,Social Media,Beauty,11,3.77,0,0,0.0
1184,2023-12-10,Australia,Tablet,Organic Search,Fashion,6,8.34,0,0,0.0
1185,2024-03-09,USA,Desktop,Direct,Beauty,7,6.83,0,0,0.0
1186,2024-02-03,UK,Desktop,Direct,Beauty,9,7.23,0,0,0.0
1187,2024-01-07,Canada,Tablet,Organic Search,Fashion,5,4.5,1,1,34.85
1188,2024-09-05,Germany,Mobile,Email,Books,7,3.75,1,0,0.0
1189,2023-01-06,Germany,Tablet,Social Media,Electronics,4,7.29,0,1,75.61
1190,2024-08-04,Canada,Mobile,Organic Search,Home,4,3.7,1,0,0.0
1191,2023-07-25,Australia,Tablet,Email,Fashion,6,9.79,0,0,0.0
1192,2023-04-23,Canada,Tablet,Organic Search,Fashion,8,3.4,1,0,0.0
1193,2024-04-22,USA,Mobile,Organic Search,Fashion,7,3.51,1,0,0.0
1194,2024-06-16,India,Desktop,Organic Search,Home,7,10.0,1,1,25.7
1195,2024-05-30,Australia,Mobile,Social Media,Home,6,6.3,0,0,0.0
1196,2024-04-02,Germany,Tablet,Email,Books,8,5.49,0,0,0.0
1197,2024-12-18,India,Tablet,Organic Search,Fashion,7,6.26,1,1,130.29
1198,2023-12-12,UK,Desktop,Referral,Beauty,4,8.19,0,0,0.0
1199,2024-03-25,USA,Desktop,Referral,Sports,4,6.04,0,0,0.0
1200,2024-10-18,UK,Desktop,Paid Ads,Home,8,4.93,0,1,32.68
1201,2023-04-12,Australia,Tablet,Organic Search,Home,6,5.21,0,0,0.0
1202,2023-08-29,India,Desktop,Organic Search,Fashion,7,6.17,0,1,47.2
1203,2024-05-01,Canada,Mobile,Paid Ads,Books,8,3.0,0,0,0.0
1204,2024-12-23,USA,Tablet,Paid Ads,Home,7,5.13,1,0,0.0
1205,2023-01-14,Australia,Desktop,Referral,Electronics,7,5.93,1,0,0.0
1206,2023-04-26,Australia,Mobile,Email,Fashion,9,5.45,0,0,0.0
1207,2023-10-02,Australia,Mobile,Referral,Electronics,9,8.25,0,0,0.0
1208,2024-07-20,USA,Desktop,Referral,Home,4,6.21,0,0,0.0
1209,2023-02-02,Australia,Tablet,Direct,Home,7,5.46,1,0,0.0
1210,2023-05-08,Germany,Desktop,Social Media,Beauty,6,2.82,0,1,103.58
1211,2023-07-10,UK,Mobile,Email,Home,6,6.27,0,0,0.0
1212,2023-08-29,Australia,Tablet,Referral,Beauty,10,1.21,0,1,77.54
1213,2024-02-11,Canada,Mobile,Organic Search,Sports,4,5.87,1,1,45.99
1214,2024-12-06,Australia,Desktop,Referral,Books,6,2.0,1,1,37.86
1215,2023-05-18,Canada,Tablet,Social Media,Home,7,5.5,0,0,0.0
1216,2023-08-19,Australia,Mobile,Email,Electronics,8,7.8,1,0,0.0
1217,2024-01-19,UK,Desktop,Direct,Home,7,3.98,0,0,0.0
1218,2024-08-21,UK,Desktop,Direct,Books,6,5.86,0,0,0.0
1219,2023-01-15,Australia,Desktop,Paid Ads,Fashion,5,4.1,0,0,0.0
1220,2024-11-28,Canada,Mobile,Organic Search,Sports,6,5.11,1,1,98.75
1221,2023-03-18,Germany,Tablet,Social Media,Books,8,2.29,1,0,0.0
1222,2023-07-22,USA,Tablet,Organic Search,Books,7,3.25,0,0,0.0
1223,2024-01-16,Germany,Desktop,Social Media,Beauty,10,5.14,1,0,0.0
1224,2023-06-11,Germany,Desktop,Direct,Electronics,6,5.08,0,1,97.75
1225,2024-10-24,Canada,Tablet,Referral,Fashion,6,2.67,1,0,0.0
1226,2024-08-10,UK,Tablet,Direct,Fashion,4,8.11,1,0,0.0
1227,2023-04-22,Australia,Tablet,Direct,Beauty,4,7.89,1,0,0.0
1228,2023-03-23,Australia,Desktop,Referral,Home,3,5.41,0,0,0.0
1229,2023-11-03,USA,Tablet,Referral,Fashion,5,5.81,1,1,57.92
1230,2024-04-01,UK,Mobile,Email,Fashion,6,6.39,1,0,0.0
1231,2024-09-24,Australia,Desktop,Direct,Sports,8,3.98,0,0,0.0
1232,2024-05-03,USA,Tablet,Social Media,Books,5,6.17,0,0,0.0
1233,2024-08-20,India,Mobile,Social Media,Fashion,6,8.28,0,0,0.0
1234,2023-12-12,Australia,Desktop,Email,Home,5,7.65,1,0,0.0
1235,2023-03-30,UK,Desktop,Referral,Home,8,8.24,0,0,0.0
1236,2024-04-21,Germany,Mobile,Email,Electronics,7,8.65,0,1,9.94
1237,2023-02-18,Australia,Tablet,Referral,Sports,7,9.74,1,0,0.0
1238,2024-10-08,India,Desktop,Paid Ads,Sports,7,6.58,1,0,0.0
1239,2023-06-25,India,Tablet,Email,Sports,4,7.52,1,0,0.0
1240,2024-06-10,UK,Desktop,Organic Search,Fashion,8,1.49,1,1,61.84
1241,2023-09-02,USA,Mobile,Social Media,Beauty,9,4.79,0,0,0.0
1242,2023-10-19,Canada,Desktop,Paid Ads,Home,6,9.13,1,0,0.0
1243,2023-06-13,Australia,Mobile,Organic Search,Beauty,2,5.84,0,1,119.78
1244,2024-05-15,UK,Tablet,Paid Ads,Home,9,4.55,1,0,0.0
1245,2024-04-13,Australia,Mobile,Organic Search,Beauty,11,5.37,1,0,0.0
1246,2023-11-30,UK,Mobile,Paid Ads,Sports,4,5.92,1,0,0.0
1247,2024-08-04,USA,Desktop,Organic Search,Fashion,2,2.64,1,0,0.0
1248,2024-06-30,Canada,Desktop,Direct,Beauty,8,3.64,1,0,0.0
1249,2023-04-13,Germany,Desktop,Email,Beauty,6,5.61,1,0,0.0
1250,2023-11-22,India,Mobile,Referral,Fashion,6,8.24,0,0,0.0
1251,2023-09-02,Australia,Desktop,Organic Search,Home,7,5.61,0,0,0.0
1252,2023-11-20,Canada,Mobile,Organic Search,Books,9,5.13,0,0,0.0
1253,2024-03-31,India,Tablet,Direct,Fashion,5,5.0,0,1,141.36
1254,2024-02-07,USA,Tablet,Social Media,Home,5,6.36,1,1,83.48
1255,2023-10-04,USA,Mobile,Email,Sports,5,5.48,1,0,0.0
1256,2023-06-29,Canada,Desktop,Paid Ads,Electronics,6,4.88,1,0,0.0
1257,2023-06-09,India,Desktop,Social Media,Beauty,4,7.23,1,1,58.07
1258,2024-04-10,Australia,Tablet,Referral,Sports,7,2.02,1,1,31.28
1259,2023-12-24,UK,Desktop,Direct,Fashion,4,6.4,1,0,0.0
1260,2023-11-17,UK,Desktop,Social Media,Fashion,4,7.85,0,0,0.0
1261,2023-10-21,USA,Desktop,Organic Search,Fashion,7,9.21,0,0,0.0
1262,2024-03-18,USA,Tablet,Paid Ads,Fashion,7,5.39,0,0,0.0
1263,2023-05-03,Australia,Mobile,Referral,Sports,8,5.9,0,0,0.0
1264,2024-11-24,USA,Mobile,Social Media,Books,9,10.36,1,1,49.49
1265,2023-01-02,Australia,Mobile,Email,Books,7,8.29,1,1,262.22
1266,2023-10-06,UK,Tablet,Referral,Electronics,5,8.11,0,0,0.0
1267,2024-05-23,Canada,Mobile,Direct,Electronics,10,5.84,1,1,53.75
1268,2023-09-26,Australia,Mobile,Organic Search,Books,8,6.24,1,0,0.0
1269,2023-04-16,India,Desktop,Email,Beauty,7,5.59,1,1,138.54
1270,2024-04-07,India,Tablet,Social Media,Beauty,7,4.89,1,1,40.41
1271,2023-12-18,Australia,Mobile,Paid Ads,Books,9,4.75,0,1,23.68
1272,2023-06-19,Australia,Tablet,Organic Search,Home,6,6.47,1,0,0.0
1273,2024-03-01,Germany,Tablet,Organic Search,Books,5,4.75,1,1,34.67
1274,2023-07-07,Canada,Desktop,Referral,Sports,4,8.2,0,0,0.0
1275,2024-10-18,Australia,Mobile,Email,Electronics,5,4.36,0,1,180.84
1276,2023-03-06,Canada,Tablet,Referral,Electronics,8,3.32,0,0,0.0
1277,2023-03-30,UK,Mobile,Organic Search,Beauty,5,4.23,1,1,71.04
1278,2024-03-25,USA,Tablet,Paid Ads,Home,3,6.95,0,0,0.0
1279,2024-01-28,Canada,Mobile,Social Media,Books,4,6.44,0,0,0.0
1280,2024-09-08,Germany,Desktop,Paid Ads,Electronics,6,5.46,0,0,0.0
1281,2023-01-29,Canada,Desktop,Paid Ads,Books,4,5.4,1,0,0.0
1282,2024-06-26,Germany,Desktop,Paid Ads,Electronics,9,5.32,0,0,0.0
1283,2024-10-18,India,Tablet,Organic Search,Electronics,4,4.78,0,0,0.0
1284,2024-07-06,Canada,Tablet,Email,Fashion,6,7.19,0,0,0.0
1285,2023-04-30,India,Tablet,Organic Search,Books,4,7.43,0,0,0.0
1286,2023-12-29,Australia,Mobile,Social Media,Books,5,2.34,0,0,0.0
1287,2024-06-01,USA,Desktop,Social Media,Home,6,7.27,1,1,26.47
1288,2024-02-24,Germany,Mobile,Organic Search,Fashion,6,7.5,1,1,40.68
1289,2023-08-20,India,Desktop,Social Media,Books,5,3.36,0,0,0.0
1290,2024-08-03,UK,Desktop,Direct,Electronics,6,6.72,0,1,21.59
1291,2024-06-26,India,Mobile,Organic Search,Fashion,4,9.63,1,0,0.0
1292,2024-11-11,Australia,Tablet,Paid Ads,Home,7,5.02,0,0,0.0
1293,2024-08-12,UK,Desktop,Referral,Home,4,5.47,1,1,48.45
1294,2024-04-13,Australia,Mobile,Social Media,Home,8,6.4,0,0,0.0
1295,2023-04-01,USA,Mobile,Email,Beauty,4,7.7,1,0,0.0
1296,2024-01-02,Germany,Desktop,Email,Books,2,7.59,0,0,0.0
1297,2023-08-04,Germany,Desktop,Direct,Fashion,7,7.74,0,0,0.0
1298,2024-02-03,India,Mobile,Direct,Books,8,9.69,0,1,175.16
1299,2023-03-28,India,Mobile,Organic Search,Beauty,9,5.87,1,0,0.0
1300,2024-12-28,Canada,Desktop,Referral,Books,7,3.48,0,0,0.0
1301,2024-03-28,Germany,Mobile,Referral,Beauty,8,6.1,0,0,0.0
1302,2023-01-29,UK,Tablet,Organic Search,Books,6,8.87,1,0,0.0
1303,2023-10-28,Australia,Mobile,Email,Beauty,3,8.24,1,0,0.0
1304,2023-12-11,India,Desktop,Email,Electronics,12,3.39,0,1,76.74
1305,2024-09-14,India,Desktop,Direct,Home,7,7.69,1,0,0.0
1306,2024-08-26,India,Tablet,Direct,Sports,6,4.12,1,1,7.57
1307,2023-09-15,Australia,Tablet,Direct,Sports,6,3.23,1,0,0.0
1308,2024-01-15,USA,Tablet,Social Media,Sports,5,5.69,0,0,0.0
1309,2023-02-02,Canada,Tablet,Direct,Sports,8,6.18,1,0,0.0
1310,2024-12-21,India,Desktop,Direct,Books,5,3.96,0,0,0.0
1311,2024-04-27,USA,Desktop,Social Media,Books,8,5.24,0,0,0.0
1312,2023-07-30,Australia,Tablet,Email,Fashion,9,5.28,0,0,0.0
1313,2023-02-12,Canada,Tablet,Organic Search,Electronics,2,6.36,0,0,0.0
1314,2023-07-23,Australia,Mobile,Referral,Beauty,6,4.49,0,0,0.0
1315,2023-10-26,Germany,Mobile,Organic Search,Beauty,9,6.31,0,0,0.0
1316,2024-07-01,UK,Mobile,Social Media,Home,3,6.9,1,0,0.0
1317,2024-06-12,India,Tablet,Paid Ads,Sports,6,4.82,0,0,0.0
1318,2024-10-20,Australia,Desktop,Email,Fashion,3,5.05,0,0,0.0
1319,2024-05-22,India,Desktop,Email,Sports,12,4.7,0,1,24.11
1320,2024-05-07,Germany,Mobile,Email,Beauty,6,6.53,0,0,0.0
1321,2023-03-03,UK,Mobile,Email,Books,9,5.74,1,0,0.0
1322,2024-02-24,Australia,Mobile,Organic Search,Beauty,6,4.39,0,0,0.0
1323,2024-02-01,Germany,Mobile,Referral,Sports,4,5.9,1,0,0.0
1324,2024-05-14,India,Mobile,Referral,Sports,6,3.27,1,1,116.81
1325,2023-06-16,Australia,Desktop,Referral,Sports,3,4.49,0,0,0.0
1326,2023-03-08,USA,Tablet,Direct,Beauty,5,5.8,1,0,0.0
1327,2023-07-21,UK,Desktop,Organic Search,Fashion,7,3.33,1,1,148.67
1328,2024-10-30,Germany,Desktop,Referral,Sports,7,5.06,0,0,0.0
1329,2024-01-18,Canada,Desktop,Direct,Books,8,5.36,1,1,52.97
1330,2023-11-04,UK,Tablet,Email,Electronics,8,4.73,1,0,0.0
1331,2023-05-03,India,Tablet,Paid Ads,Electronics,12,7.59,1,1,117.54
1332,2023-03-07,UK,Desktop,Direct,Home,7,6.09,0,0,0.0
1333,2024-01-26,Canada,Tablet,Social Media,Books,5,6.14,0,1,271.87
1334,2023-04-22,India,Mobile,Paid Ads,Beauty,6,5.08,0,0,0.0
1335,2023-08-26,USA,Tablet,Direct,Books,9,2.77,1,0,0.0
1336,2024-04-01,Germany,Mobile,Social Media,Sports,5,3.29,0,0,0.0
1337,2024-02-27,USA,Mobile,Organic Search,Beauty,4,5.85,1,0,0.0
1338,2023-08-30,USA,Desktop,Paid Ads,Books,9,6.02,1,0,0.0
1339,2024-04-23,UK,Mobile,Email,Electronics,5,3.67,1,0,0.0
1340,2024-08-07,Australia,Tablet,Referral,Electronics,4,7.21,1,0,0.0
1341,2024-08-17,Germany,Desktop,Direct,Sports,8,5.44,0,0,0.0
1342,2024-11-22,Canada,Mobile,Email,Electronics,7,3.5,0,0,0.0
1343,2023-09-18,Canada,Tablet,Organic Search,Sports,7,4.64,0,0,0.0
1344,2023-01-08,Germany,Tablet,Email,Sports,6,7.99,0,0,0.0
1345,2024-05-26,USA,Tablet,Referral,Fashion,8,5.32,0,1,161.36
1346,2023-10-31,Australia,Mobile,Organic Search,Beauty,9,1.0,0,0,0.0
1347,2023-09-12,Australia,Tablet,Referral,Home,7,6.7,1,0,0.0
1348,2024-03-09,Canada,Desktop,Email,Sports,5,5.0,1,1,12.29
1349,2023-07-29,Australia,Mobile,Social Media,Beauty,10,8.22,1,1,49.13
1350,2023-05-19,UK,Desktop,Email,Fashion,7,5.04,1,1,145.38
1351,2024-03-18,USA,Desktop,Referral,Books,6,8.58,0,1,89.74
1352,2024-06-02,Australia,Tablet,Social Media,Books,9,7.02,1,1,51.91
1353,2023-03-17,Canada,Desktop,Direct,Books,5,7.57,1,0,0.0
1354,2024-12-19,Canada,Tablet,Paid Ads,Fashion,5,9.31,1,0,0.0
1355,2024-03-17,USA,Tablet,Direct,Home,9,4.49,1,0,0.0
1356,2024-03-03,Australia,Desktop,Direct,Fashion,10,6.24,0,0,0.0
1357,2023-03-24,Australia,Tablet,Paid Ads,Sports,6,3.77,0,0,0.0
1358,2024-12-06,Canada,Tablet,Direct,Home,4,3.69,1,1,140.75
1359,2024-02-10,Australia,Mobile,Social Media,Sports,8,4.51,0,0,0.0
1360,2023-08-12,Germany,Tablet,Referral,Books,6,5.2,0,0,0.0
1361,2024-12-15,Australia,Desktop,Direct,Books,3,6.15,0,0,0.0
1362,2023-10-29,Canada,Desktop,Email,Electronics,7,4.71,0,0,0.0
1363,2023-11-24,Canada,Mobile,Organic Search,Beauty,8,6.92,0,0,0.0
1364,2023-04-29,USA,Mobile,Direct,Electronics,4,9.92,1,1,103.04
1365,2023-05-06,USA,Desktop,Paid Ads,Home,5,5.14,0,0,0.0
1366,2023-11-22,Australia,Desktop,Paid Ads,Electronics,7,2.06,1,0,0.0
1367,2024-08-29,Australia,Desktop,Paid Ads,Sports,5,8.65,0,1,30.5
1368,2023-11-11,India,Desktop,Email,Electronics,10,7.81,0,0,0.0
1369,2023-09-22,Canada,Tablet,Direct,Sports,7,9.1,1,1,39.2
1370,2024-05-10,USA,Tablet,Direct,Sports,3,4.08,0,0,0.0
1371,2023-04-28,Germany,Mobile,Referral,Books,7,6.62,0,0,0.0
1372,2023-12-14,UK,Tablet,Direct,Electronics,9,5.83,1,0,0.0
1373,2024-04-22,Germany,Desktop,Email,Books,10,7.49,1,0,0.0
1374,2023-07-14,UK,Tablet,Organic Search,Electronics,9,7.64,1,0,0.0
